video_id,handle,title,view_count,outlier_ratio,duration_band,age_days,vpd,published_at
cBLSZMiael0,thebrokenhallelujah,MY SOUL HAS BEEN ANCHORED ⚓ | Emotional Gospel Blues Testimony | The Broken Hallelujah,909,0.1657247037374658,6-30m,68,13.367647058823529,2026-06-05 13:51:09+00:00
ixiVUzWmeqg,thebrokenhallelujah,THE EASTERN GATE 🕊️ | Powerful Gospel Blues Heaven Song | THE BROKEN HALLELUJAH,546,0.09954421148587056,6-30m,69,7.913043478260869,2026-06-04 15:25:57+00:00
e1hkAjVhJOY,thebrokenhallelujah,KEEP THE FAITH 🙏🏾 | Powerful Gospel Blues Testimony Song | The Broken Hallelujah,878,0.1600729261622607,6-30m,73,12.027397260273972,2026-05-31 11:50:28+00:00
YaJuhQLENjI,thebrokenhallelujah,I NEED THE PRAYERS 🙏🏾 | Powerful Gospel Blues Testimony Song | Lee Williams,881,0.16061987237921604,6-30m,74,11.905405405405405,2026-05-30 18:14:12+00:00
NIUs1KRH1ag,thebrokenhallelujah,JESUS IS A ROCK 🙏🏾 | Deep Emotional Gospel Blues | Lee Williams Style | THE BROKEN HALLELUJAH,799,0.14567000911577027,6-30m,78,10.243589743589743,2026-05-26 17:56:57+00:00
Y_ZSi28bV6s,thebrokenhallelujah,JESUS IS MINE 🙏🏾 | Deep Emotional Gospel Blues Song | Lee Williams Inspired | The Broken Hallelujah,668,0.12178669097538743,6-30m,80,8.35,2026-05-24 21:07:28+00:00
kdNbZ57ig1k,thebrokenhallelujah,I’ve Got A Testimony 🙏 | Powerful Gospel Blues Worship Song | THE BROKEN HALLELUJAH,844,0.15387420237010027,6-30m,84,10.047619047619047,2026-05-20 19:05:06+00:00
Y3WYvvEcRAA,thebrokenhallelujah,I Need Thee Every Hour 🙏 Powerful Gospel Blues Worship Song  The Broken Hallelujah,662,0.12069279854147676,6-30m,86,7.6976744186046515,2026-05-18 17:25:30+00:00
s7mTpBUzjTI,thebrokenhallelujah,"Morning Dove  | Powerful Gospel Blues Song About Heaven, Peace & Holding On | The Broken Hallelujah",766,0.1396536007292616,6-30m,87,8.804597701149426,2026-05-17 20:05:54+00:00
F_4JbAZM06U,thebrokenhallelujah,This Little Light Of Mine ✨ Powerful Gospel Blues Worship Song  The Broken Hallelujah,604,0.11011850501367365,6-30m,88,6.863636363636363,2026-05-16 20:32:36+00:00
g5g3ML9KpiA,thebrokenhallelujah,Keep Me Near The Cross Lord 😭🎸 | Soul-Stirring Gospel Blues Testimony,663,0.12087511394712853,6-30m,89,7.449438202247191,2026-05-15 18:30:13+00:00
dMfon08rOis,thebrokenhallelujah,Jesus Take the Wheel 🙏🏾😢 | I Was Losing Control… So I Let Go (Broken Hallelujah Gospel Blues),736,0.1341841385597083,1-6m,100,7.36,2026-05-04 14:15:00+00:00
XwqxjdrXTEA,revivalworshiproommusic,🕊️ Listen Before You Sleep — God Is Fighting Your Battles Tonight,809,0.1823304034257381,1-3h,71,11.394366197183098,2026-06-02 16:00:27+00:00
2GoXN9tMwEQ,revivalworshiproommusic,Soulful Gospel Blues R&B Worship Music | New Year Christian Praise & Worship Psalms 2026,831,0.18728870858688304,1-3h,226,3.6769911504424777,2025-12-29 16:00:09+00:00
QjvAd7-uBBU,revivalworshiproommusic,Jesus Holy Forever Powerful Christian Praise & Worship Playlist | Gospel Songs of God’s Goodness,674,0.1519044399368943,30-60m,282,2.3900709219858154,2025-11-03 16:00:46+00:00
deGxV6MlfzM,revivalworshiproommusic,Chasing God’s Heart | Uplifting Christian Praise & Worship Playlist,546,0.12305611899932387,30-60m,304,1.7960526315789473,2025-10-12 04:00:51+00:00
9QkOP9PbwOw,revivalworshiproommusic,You’re Always By My Side | Soulful Country Gospel Short #Shorts #christianmusic #music #gospelsong,742,0.1672301104349786,1-6m,394,1.883248730964467,2025-07-14 21:02:30+00:00
cZR_DtTKjP0,revivalworshiproommusic,"I Surrender To You, Lord | Soulful Gospel#shorts  #christianmusic #christianrnb #gospelsong",780,0.1757944557133198,1-6m,394,1.9796954314720812,2025-07-14 20:28:25+00:00
QeDjEj5tKJ8,revivalworshiproommusic,Here I AM Lord #christianmusic #music #gospelsong #bluesgospel #christianrnb,589,0.13274735181428893,1-6m,394,1.4949238578680204,2025-07-14 17:24:49+00:00
AfHuQpe2l8A,revivalworshiproommusic,Soaking Praise & Worship Christian Live Band Contemporary Gospel Music Playlist,792,0.17849898580121704,1-3h,400,1.98,2025-07-08 09:48:05+00:00
27dnaXskeik,revivalworshiproommusic,Live Band Contemporary Gospel Worship Music Playlist | Holy Spirit,812,0.1830065359477124,1-3h,406,2.0,2025-07-02 10:44:05+00:00
ARCqBFg7d_k,revivalworshiproommusic,"Lord Jesus, You Are The Way 🙏 | Soulful Gospel Worship for Bible Study & Meditation",611,0.13770565697543385,6-30m,409,1.4938875305623471,2025-06-29 18:41:48+00:00
2x6ChzHZBa8,revivalworshiproommusic,Whisper of Grace Part 1&2🤍 | Gentle Soaking Worship Music | Revival Worship Room Music,517,0.11652017128690556,1-6m,411,1.2579075425790753,2025-06-27 13:25:33+00:00
